Produto,Descricao,Localizacao,Familia,Estoque,Venda,Un
94735,Bucha Fechadura Int das Portas Gol parati Saveiro,,999,10,"0,68",KT
94420,Bucha S do Paralama Hilux Corolla 30PCS,,999,60,"2,40",KT
94424,Bucha da Fechadura da Porta LD Ranger Explorer 30P,,999,60,"1,24",KT
PA321,CABO CAPO GOL/PARAT AP 94/.. C/ALAVANCA,M5-2,999,4,"25,41",PC
52141428,CABO COMANDO AR AGILE MONTANA,,999,2,"263,89",PC
11050110000,CABO TRAVA BANCO ESCORT/VERONA ESQ BP6,BP6,999,4,"7,69",PC
6004400,CABO TRAVA BANCO GOL AP 94 MAIOR BP6,M5-6,999,9,"9,81",PC
6804810,CABO TRAVA BANCO GOL AP 94 MENOR BP6,M5-5,999,7,"7,69",PC
347552,CABO TRAVA BANCO NOVO PALIO STRADA 2003/...,M5-4,999,1,"12,74",PC
6004500,CABO TRAVA BANCO PASSAT/GOL/SANT (MAIOR 765 MM) BP,M5-7,999,5,"10,48",PC
5203,CABO TRAVA BANCO PASSAT/GOL/SANT (MENOR 362MM) BP6,M5-8,999,20,"7,69",PC
11050240000,CABO TRAVA BANCO UNO/PALIO 98/04,,999,1,"7,32",PC
11050160007,CABO TRAVA BANCO UNO/PREMIO/ELBA AP89 BP6,BP6,999,3,"15,37",PC
6804816,CABO TRAVA BANCO UNO/PREMIO/FIORINO 89/ BP6,BP6,999,0,"30,75",PC
11050130000,CABO TRAVA BANCO VERONA APOS89 CORC/DEL BP6,BP6,999,0,"3,49",PC
35009810,CAIXA ANEL O RINGS,,999,1,"46,58",UN
185CB,"CALOTA DA RODA ARO 14"" - CUBO BAIXO",,999,0,"15,39",PC
38081,CANALETA CORSA HATCH/SEDAN/SW TRAS ESQ E DIR,,999,1,"57,09",PC
691874,CANALETA DA PORTA EXT. DIR. (C/PESTANA) ORIG.,,999,2,"85,00",PC
38079,CANALETA DIANT CORSA HATCH/SEDAN/SW E/D(2 PCS),,999,1,"42,74",PC
101065,CANTONEIRAS TOP RETA DIREITA POLIACETAL,,999,2,"11,00",UN
101068,CANTONEIRAS TOP RETA ESQUERDA POLIACETAL,,999,2,"11,00",UN
341370,CAPA CHAVE CANIVETE HYUNDAI HB20,,999,7,"17,33",PC
780388,CAPA ESP RETROV FIAT PALIO NOVO 12/ D (PT) RTUC50,,999,0,"23,10",PCA
151312,CAPA LAT.BANCO GOL/PRT/SAV GIV C/FURO MOT. GRAF L,,999,2,"8,08",PC
151315,CAPA LAT.BANCO GOL/PRT/SAV GIV C/FURO PASS. GRAF,,999,2,"8,08",PC
151313,CAPA LAT.BANCO GOL/PRT/SAV GIV S/FURO MOT. GRAF L,,999,2,"8,08",PC
151314,CAPA LAT.BANCO GOL/PRT/SAV GIV S/FURO PASS. GRAF L,,999,2,"8,08",PC
233240,CAPA LIMPADOR TRAS. GOL G4/G5/G6 FOX/POLO/GOLF/PAR,,999,1,"22,00",PC
586248,CAPA P/ TRIANGULO C/ VELCRO GRAFITE,,999,2,"26,73",PC
1853699,CAPA RETROV TOYOTA COROLLA 09/14 4P SUP PR,,999,1,"58,51",UN
466227,CAPA RETROV. CORSA 03/... LE PRETA MOD FICOSA,,999,0,"16,93",PC
87945029151,CAPA RETROVISOR,,999,1,"170,79",PC
466370,CAPA RETROVISOR GOL GV 08/10 BLACK PIANO LD,,999,1,"46,78",PC
466355,CAPA RETROVISOR HB20 12/17 C/SETA BLACK PIANO LE,,999,1,"54,78",PC
466303,CAPA RETROVISOR PALIO/GRAND SIENA 12/17 BLACK PIAN,,999,0,"23,39",PC
100169938,CAPA RETROVISOR STILO,,999,0,"119,28",PC
76201T7JH011,CARCACA ESPELHO RETR,,999,0,"198,45",PC
18,CARTELA DE GRAVACAO,,999,0,"4,60",UN
ETE7728,CHIC.2 VIAS ELETROV.FIAT/GM..,,999,1,"10,95",PC
ETE7744,CHIC.2 VIAS INJ/SENS.MONZ/KAD,,999,2,"11,73",PC
258122,CHICOTE BUSTER,,999,1,"7,95",PC
2796,CHICOTE DUAS VIAS,,999,0,"21,54",PC
2780,CHICOTE LAMPADA H11-H8 FORD- FUSION- FOCUS,,999,3,"26,38",PC
543034,CHUMBINHO CABO P/MAQ VIDRO ELETR 3/16,,999,306,"3,00",PC
543052,CHUMBINHO P/2 CABOS P/MAQ VIDRO ELETR FIAT 1/4,,999,100,"3,00",PC
144106,CHURRASQUEIRA INTERNA/FRISO PAINEL VECTRA 97/05 -,,999,1,"401,96",JG
20397,CILINDRO IGNICAO C/CH PINO LONG VW GOL I 80A96,,999,1,"47,00",PC
557391,CIRCUITO IMPR LANT TRAS. UNO 04/... LE (PIT BULL),,999,1,"87,10",PC
557263,CIRCUITO LANT TRAS. UNO 04/... ESQ,,999,2,"125,18",PC
557260,CIRCUITO LANT. TRAS. CORSA CLASSIC/WIND 4P LD,,999,1,"71,33",PC
94085,CLIP FIXACAO PARA LAMA 100PCS GM CORSA 94A02,,999,100,"0,34",KT
377819415A,COBERTURA,,999,1,"22,74",UN
87915029281,COBERTURA RETROVISOR,,999,0,"128,77",PC
60021630,COMPRESSOR VW AMAROK DENSO 7SEU17C,,999,0,"1489,95",UN
230540,CONEXAO T ESCORT/CORCEL II/DEL REY - GRAN,,999,8,"3,82",KT
PV900077,CONJUNTO DE MANIFOLD C/ MANGUEIRA 250 MT,,999,0,"450,45",PC
36,CONJUNTO INJETOR,,999,0,"1042,80",PC
41CP,CP BB CORINO LS PT 5T,,999,0,"35,34",JG
501,CP BCO MASTER CZ C/B 001,,999,0,"29,89",JG
454,CP P/ESTEPE C/CAD,,999,0,"21,12",UN
456,CP P/ESTEPE C/CAD,,999,0,"21,12",UN
457,CP P/ESTEPE C/CAD,,999,0,"21,12",UN
481,CP P/ESTEPE C/CAD,,999,0,"21,12",UN
228,CP VOL MASSAG AM,,999,0,"4,69",UN
223,CP VOL MASSAG VERM,,999,0,"4,69",UN
02647,DNI-4050 SIRENE 12V PIEZO 6 TOQUES 120 DB (MINI),,999,2,"54,82",PC
0030900,DNI5023 FITA ISOLANTE PT MEDIA TENSAO 18X10M ISOLA,,999,40,"11,07",PC
60502,DOB EXT TPA MOTOR PUMA-CROM,,999,1,"30,65",PC
00000036,DP-3.371.C / LANT PLACA (LE) STRADA (c/ Chicote),,999,0,"22,85",PC
297190,ELETROBOMBA P/BRISA CORSA-CELTA-KADETT-O,,999,2,"62,97",PC
291400,ELETROBOMBA UNIVERSAL - 1 SAIDA,J2-07,999,2,"55,00",PC
274197,EMBALAGEM - ENGRADADO,,999,0,"32,34",PCA
000000155,ENC INF PB GOL GV/VOYAGE NOVO EMB C/ 5PC,,999,0,"7,74",PC
37171,ENC INF PB GOL GV/VOYAGE NOVO EMB C/ 5PC,,999,5,"7,74",PC
37146,ENCAIXE SUP PB PERFIL Y (PVC) GOL II 2PT 94A98,,999,15,"13,64",PC
624407,ESGUICHO DAGUA DO PARA-BRISA,,999,3,"16,34",PC
2085771,ESP RETROV FIAT PALIO 3P 04/07 MANUAL E (BP) RTNE6,,999,0,"151,67",PCA
3313381,ESP RETROV TOYOTA HILUX 05/08 ELETRICO E (BP/CONVE,,999,0,"798,76",PCA
4549901,ESP RETROV VW FOX 3/5P 10/14 ELETRICO D (BP/PISCA,,999,0,"533,56",PCA
7187251,ESP RETROV VW UP 14/ ELETRICO D (PISCA LED) RWWE88,,999,0,"358,85",PCA
537182,"ESPAGUETE TERMO RETRATIL ANTI-CHAMA 1/2 (12,7MM X",,999,1,"5,81",RL
537207,"ESPAQUETE CORRUGADO ARTICULAVEL 5/8 (15,8MM X 25M)",,999,2,"61,65",RL
APL716,ESPATULA P/MONTAGEM DE PAINEL/PORTAS/RADIO - KIT,,999,9,"38,72",PC
76208T7TM221,ESPELHO RETROVISOR D,,999,0,"1156,59",PC
130296,FAIXA UNO WAY 2013 - LILAS,,999,1,"49,27",PC
518541441,FAROL,,999,0,"1063,43",PC
6EA941006,FAROL POLO LD 2018...,,999,0,"1432,20",UN
000000150,FEC P MALAS C/SUP MICRO SWITCH GOL GV/GVI/GVII,,999,0,"45,07",PC
000000143,FECH INF CAPO SANT/QTUM/GOL AP,,999,0,"7,25",PC
000000161,FECH ME TRAS(BAU)SUP DOBLO E,,999,0,"17,72",PC
000000147,FECH P DIANT ELET S/TR GOL 4P AP 10/00 D,,999,0,"31,23",PC
000000157,FECH PTA DIANT MONZA AP 87/D 20/40-E,,999,0,"31,35",PC
30851,FECHO/BATENTE DA FECHADURA BELINA,,999,3,"22,23",PC
166911,FER CABO DE ACO QUADRADO 50 MTS JB (R),,999,0,"69,30",RL
87117,FER CABO DE ACO TRANCADO 50 MTS JB (R),,999,0,"57,75",RL
720799,"FER LAMINA CURVA 1"" UNIVERSAL UW EQZ $$ (R)",,999,5,"33,50",PCA
1372284,"FER RASPADOR DE ADESIVO PEQ 1,5 CM DK (R)",,999,2,"30,72",UN
144587,FER VENTOSA DUPLA UNIDADE DK (R),,999,0,"117,45",UN
000064,FERRAM ARAME QUADRADO NACIONAL ROLO 50 M,,999,0,"60,00",UN
000097,FERRAM LAMINA P/ FACA CURVA 1 1/2 ULTRAWIZ,,999,5,"120,00",UN
000043,FERRAM VENTOSA DUPLA ARTICULADA METAL,,999,0,"150,15",UN
FF486LD,FF-486 LD FAROL PRINCIPAL LD PALIO 01>03 (CARC PRE,,999,1,"311,85",PC
FF486LE,FF-486 LE FAROL PRINCIPAL LE PALIO 01>03 (CARC PRE,,999,1,"311,85",PC
00000023,FI-10 / FITA ISOLANTE 19mm x 10M - Isoflex,,999,0,"2,47",PC
612027BR,FILTRO CON.C/TEC. FILTR. P/TURBO INJ. 62MM BRANCO,,999,1,"82,40",PC
537201,"FITA ANTI-RUIDO PVC C/ADERENCIA (4M X 5,0CM) 5MM E",,999,65,"52,87",PC
79,"FITA DUPLA FACE NORTON 9,5 X 20M",,999,2,"36,90",UN
GRD902,"FITA FELTRO.C/ADES.8M/2,5CM",,999,2,"16,30",PC
HB004236020,FITA ISOL.IMPERIAL SLIM18X10M,,999,18,"3,20",RL
DNI5023,FITA ISOLANTE PT MEDIA TENSAO 18X10M ISOLA,,999,60,"26,78",PC
2685,FKS - M112 BLOQUEADOR IGNICAO 12V SAIDA P/ SIRENE,,999,0,"50,82",1
990062,FOLDERS COTRIM,,999,1,"0,01",PC
115598,FRISO LAT. UNIVERSAL 2P FINO - CROMADO S/ BLISTER,,999,1,"173,34",JG
AM16025,FUS.LAMINA UNIV.CRIST.25 AMP.,,999,30,"0,29",PC
AM16030,FUS.LAMINA UNIV.VERDE 30 AMP.,,999,30,"0,29",PC
9400,GAS MAPP REFIL TURBO TORCH 400GR,,999,1,"71,61",UN
0402621,GRADE P/CHOQUE C/MILHA GOL GV (ARO CROMADO) - LD,,999,0,"23,34",PC
0402611,GRADE P/CHOQUE C/MILHA GOL GV (ARO CROMADO) - LE,,999,0,"23,34",PC
044062,GRADE P/CHOQUE KA 02/08 (CENTRAL),,999,1,"65,93",PC
040260,GRADE P/CHOQUE S/MILHA GOL GV (ARO CROMADO) - LD,,999,1,"43,92",PC
040259,GRADE P/CHOQUE S/MILHA GOL GV (ARO CROMADO) - LE,,999,2,"22,43",PC
953971,GRAMPO DA FECHADURA DA PORTA 10PC,,999,6,"0,74",KT
94900,GRAMPO DA GRADE DA CHURRASQ TOYOTA RAV4 30PC,,999,106,"5,08",KT
21763,GRAMPO DE ACABAMENTO EXT. REBITE GRANDE,,999,100,"0,22",PC
94816,GRAMPO DE FIX DA MANTA DO CAPO IMPREZA LEGACY FORE,,999,55,"5,00",KT
94478,GRAMPO DE REVEST DAS LATERAIS INTERNO PRETO DUCATO,,999,120,"4,21",KT
236926,GRAMPO DO BANCO CINZA DOBLO-PALIO-STRADA - PAR,,999,3,"10,00",KIT
236199,GRAMPO DO REVESTIMENTO INT.COROLLA/ETIOS,,999,32,"6,13",KT
95360,"GRAMPO ESPINHA PEIXE UNIVERSAL 7,6 X 17 X 20 - CIN",,999,20,"0,42",KT
94958,GRAMPO FIX P/CHOQUE CAMARO 11A16 30PC,,999,64,"1,09",KT
94644,GRAMPO FORRACAO DO PRTA MALAS CITY CIVIC FIT ACCOR,,999,30,"4,42",KT
234127,GRAMPO FORRACAO FORD BLINDADO,,999,6,"0,58",PC
94207,GRAMPO FORRO DA PORTA CAMINHOES E PASSEIO LINHA GM,,999,401,"0,90",KT
6050039,GRAMPO FRISO LAT.ELANTRA/SONATA 02/...PC10- (P156-,,999,10,"12,06",PT
94196,GRAMPO FRISOS DE VEDACAO AMARELO SANTA FE TUCSON 3,,999,60,"0,75",KT
94678,GRAMPO FRISOS MOLDURAS LATERAIS MASTER KANGOO 30PC,,999,30,"3,30",KT
95154,GRAMPO PAINEL INSTRUM CONSOLE FORRO PORTA FRISOS M,,999,30,"3,21",KT
236972,GRAMPO PARA-CHOQUE ONIX - PRISMA - SPIN,,999,52,"7,41",KT
95424,GRAMPO PARACHOQ SUPORTE PARACHOQ PAINEL CENTRAL 30,,999,160,"3,02",KT
PLT188P,GRAMPO PT.A6 05/12/A8 04/10/Q5 09/17/TT 07/14 (10P,,999,50,"4,71",PC
95374,GRAMPOS FIX ACABAMENTO BRANC 30PCS USO GERAL,,999,22,"0,45",KT
941401,GRAMPOS FIX PORTA BRANCO 200PCS FORD FIESTA 96A06,,999,171,"0,30",KT
208280,GRAV CHASSI CORROSIVO 56GR (R),,999,0,"2,31",TB
155081,GRAV CHASSI NACIONAL CARTELA ( * ) (R),,999,0,"3,47",UN
226324,GRAV CHASSI NACIONAL CARTELA A (R),,999,0,"3,74",UN
226282,GRAV CHASSI NACIONAL CARTELA B (R),,999,0,"3,74",UN
226415,GRAV CHASSI NACIONAL CARTELA E (R),,999,0,"3,74",UN
226336,GRAV CHASSI NACIONAL CARTELA F (R),,999,0,"9,24",UN
186648,GRAV CHASSI NACIONAL CARTELA P (R),,999,0,"9,24",UN
000046,GRAVACAO DE CHASSI ACIDO EM BASTAO 45 G,,999,0,"196,54",UN
51965051,GUARNICAO CONT,,999,0,"288,75",PC
4308,GUARNICAO DO PARA-BRISA (ACAB. SUP. PVC) (1060MM),,999,8,"7,61",PC
397288,GUARNICAO DO PARA-BRISA (SUP.)(PVC PTO)(2740MM),,999,1,"129,69",PC
27505,GUARNICAO DO PARA-BRISA 25 MT (BOR./ C/ABA LARGA),,999,25,"5,60",MT
94218,Grampo Alargador do Paralama Azul Pequeno Rav4 HIL,,999,50,"1,74",KT
94684,Grampo Forracao Int cabeca menor Preto Ducato 30PC,,999,60,"1,03",KT
94142,Grampo Forro da Porta Nylon Branco Escort Fiesta K,,999,200,"0,26",KT
94125,Grampo da Manta Isolante do Capo Parati Saveiro Go,,999,100,"0,57",KT
94426,Grampo da Manta do Capo Fielder Corolla 30PCS,,999,30,"1,61",KT
94755,Grampo do Forro das Portas Parati Saveiro Voyage,,999,100,"0,22",KT
715091,HASTE SUP FECH PTA TRAS FIAT FIORINO 85A13 ESQ,,999,2,"68,16",PC
00000032,IM-31648 / INT VIDRO ELETR (Duplo) FIESTA 02>/ESC,,999,0,"36,36",PC
00000035,IM-31649 / INT VIDRO ELETR (Quaduplo) FIESTA 02>/,,999,0,"44,31",PC
000000154,INF+superiorPB PVC (C/2 PC)GOL/PAR/SAV 99/,,999,0,"6,02",P
557023,INTERRUP. PORTA ASTRA/OMEGA .../98,,999,2,"4,84",PC
557026,INTERRUP. PORTA FORD (1 POLO),,999,4,"7,85",PC
40436,INTERRUPTOR MOLD MAC INTERNA DA PORTA CHEVETTE 83A,,999,20,"1,99",PC
90366,INTERRUPTOR VIDRO UNO GI Fase I 2004 ate 2009,,999,2,"56,52",PC
2072,"INTERRUPTOR VIDRO UNO 02/10, FIORINO 02/15",,999,0,"35,00",UN
INT100814,INTR.VIDRO LOGAN/SANDERO DD/DE,,999,2,"58,50",PC
232170,KIT 10 PCS BUCHA PLACA/FORRO GOL/DUCAT/IVECO/ECOSP,,999,6,"1,37",KT
451099,KIT 10 PCS GRAMPO ACAB. EXTERNO RETROVISOR COROLLA,,999,2,"22,24",KT
236919,KIT 10 PCS GRAMPO DA FECHADURA PALIO 01-17/ PUNTO,,999,20,"11,84",PC
237190,KIT 10 PCS GRAMPO DESCANSO VARETA CAPO VW ANTIGO G,,999,3,"10,85",KT
237371,KIT 10 PCS GRAMPO GRELHA DA CHURRASQUEIRA ACCORD -,,999,2,"9,99",KT
237511,KIT 10 PCS GRAMPO MOLDURAS EXTERNAS ACAB INTERNO R,,999,10,"13,06",KT
237608,KIT 10 PCS GRAMPO TETO DUCATO/DAILY BRANCO,,999,5,"7,85",KT
303922,KIT 10 PCS PARAFUSO M5X25 C/ ARRUELA,,999,1,"22,57",KT
303901,"KIT 10 PCS PARAFUSO4,2X12 PONTA AGULHA PARA BLINDA",,999,4,"5,12",KT
231162,KIT 10 PCS TRAVA BOTAO BCO GOL/VOY/PAR/SAV,,999,20,"14,89",KT
234172,KIT 100 PCS BUCHA MOLDURA PARALAMA FIAT/JEEP TODOS,,999,100,"77,04",KT
231065,KIT 100 PCS GRAMPO BANCO C/ TRAVA GOL/SAVEIRO/VOYA,,999,1,"45,54",KT
237327,KIT 100 PCS GRAMPO FORRO DA PORTA ECOSPORT/FIESTA/,,999,1,"20,72",KT
237518,KIT 100 PCS GRAMPO PARABARRO COROLLA/ETIOS,,999,1,"65,71",KT
237521,KIT 100 PCS GRAMPO PARABARRO GM TDS/AUDI/MERCEDES/,,999,1,"4,24",KT
237523,KIT 100 PCS GRAMPO PARABARRO HONDA/MITSUBISHI/NISS,,999,1,"157,05",KT
237561,KIT 100 PCS GRAMPO PARACHOQUE HILUX MENOR,,999,1,"139,61",KT
236265,KIT 100 PCS GRAMPO PORTA/RADIADOR GOL/PARATI/SAVEI,,999,1,"26,07",KT
251022,"KIT 100 PCS PARAFUSO 4,2X13 ALTO-FALANTE CORSA/GOL",,999,1,"34,90",KT
234053,KIT 10PC GPO REVEST. INT. UNO/PREM PRETO,,999,3,"0,84",KT
233012,KIT 10PC GPO.REVEST.TETO DEL REY/PAMPA/CAM. CZA,,999,10,"13,88",KT
301064,KIT 10PC PARAF. FECHAD. INT. VW SEDAN 5X20,,999,5,"0,88",KT
301061,KIT 10PC PARAF. MACAN. PORTA VW SEDAN MODERNO 6X12,,999,4,"3,33",KT
234095,KIT 10PC PORCA DESC.BRACO UNO (BUCHA),,999,5,"5,39",KT
236181,KIT 10PCS BUCHA DO FORRO DA PORTA - NATURAL GOL/PR,,999,3,"12,96",KT
231019,KIT 10PCS BUCHA P/CHOQUE GOL BOLA,,999,3,"2,10",KT
236230,KIT 10PCS GRAMPO CARPETE/FORRACAO TRAS.GM/FIAT/VW,,999,5,"9,33",KT
236154,KIT 10PCS GRAMPO DO FORRO DA PORTA CHEVETTE/D20/KA,,999,114,"0,56",KT
236146,KIT 10PCS GRAMPO REVESTIMENTO DA PORTA UNIVERSAL,,999,4,"1,86",KT
LEVERP01,KIT 4 ESPATULAS LISA PRETA-REM.GRAMPOS/MOLDURAS/PA,,999,2,"16,63",PC
990050,KIT BRINDE 2019 - CALENDARIO/SUPORTE/CARTAO,,999,1,"0,01",JG
230128,KIT C/10 BUCHA EXPANSAO P/LAMA GOL/PAR/SAV/SANTANA,,999,1,"2,31",KT
230532,KIT C/10 CONEXAO T ESCORT - PEQUENO,,999,1,"15,89",KT
445125,KIT C/10 FUSIVEL LAMINA 40A,,999,3,"4,99",KT
445201,KIT C/10 FUSIVEL MINI 05A LARANJA,,999,6,"2,28",KT
236951,KIT C/10 GRAMPO DE FIXACAO DAS COLUNAS INT. GOL 94,,999,2,"22,77",KT
236362,KIT C/10 GRAMPO DE FIXACAO DOS PARACHOQUES SENTRA,,999,5,"20,02",KT
230389,KIT C/10 GRAMPO FIXACAO FORRO TETO FAMILIA UNO - C,,999,5,"1,64",KT
230546,KIT C/10 GRAMPO FORRACAO LINHA FIAT - CINZA,,999,3,"2,51",KT
594878,KIT C/10 LAMP. 12V WY5 (2827 WY) AMBAR G BASE VIDR,,999,1,"41,17",KT
236523,KIT C/10 PARAF. E BUCHA FIAT MOLDURAS PARA-LAMAS,,999,5,"10,40",KT
230158,KIT C/10 PORCA FIXACAO DESCANSA BRACO FAMILIA GOL/,,999,3,"9,83",KT
230183,KIT C/10 PORCA RAPIDA FAROL BRASILIA/VARIANT/TL,,999,0,"3,92",KT
236313,KIT C/10 RETENTOR DO CARPETE E DAS MOLDURAS P/MALA,,999,20,"10,39",KT
237097,KIT C/10GRAMPO DA VARETA DO CAPO VW MOD.GOL-PARATI,,999,11,"1,50",KT
236962,KIT C/12 MOLDURA PARALAMA TRASEIRO C/GRAMPO CORSA-,,999,10,"5,99",KT
594794,KIT C/2 PC LAMPADA 12V W21/5 (7515) FREIO,,999,1,"47,66",KT
237012,KIT C/2 PRESILHA P/ VARETA CAPO FIAT - UNO-FIORINO,,999,1,"0,59",KT
230599,KIT C/3 ESPATULA REMOVEDORA GRAMPO FIXACAO,,999,1,"18,09",KT
137093,KIT C/4 EMBL. CALOTA RESINADO FIAT 48MM,,999,2,"15,64",KT
139647,KIT C/4 EMBL. CALOTA RESINADO RENAULT 51MM - PRETO,,999,3,"8,36",KT
139655,KIT C/4 EMBL. CALOTA RESINADO VOLKSWAGEN 55MM - PR,,999,3,"9,47",KT
230321,KIT C/5 BATENTE CAPO/TAMPA TRAS. FAMILIA OMEGA/CEL,,999,5,"7,25",KT
543314,KIT C/5 PC PONTEIRA CABO RENAULT (C/ MOLA E ARRUEL,,999,1,"22,11",KT
543047,KIT C/5 PC TRAVA P/MAQ VIDRO CLIO,,999,1,"9,44",KT
230210,KIT C/5 PRESILHA P/VARETA S10/CORSA/MERIVA/ZAFIRA/,,999,2,"7,83",KT
7089635,KIT FAROL,,999,0,"907,25",UN
347730,KIT FECHADURA FIAT ELBA/FIORINO/PREMIO/UNO - 4 PCS,,999,12,"0,78",KT
230920,KIT MOLD PARA-LAMA TRAS STRADA SPORTING 10-12,,999,3,"17,05",KT
DS780081,KIT ORING CX COM (265 UNIDADES) M.I,,999,1,"155,00",UN
132,KIT SENSOR CHUVA 15ML,,999,0,"129,00",UN
6015962,"KIT'S PARAFUSO PARALAMA GM 5,5X19 (PCT 10)- (PF09)",,999,2,"3,33",PT
L16,L-16 LENTE FAROL LD GOL 91>94,,999,1,"45,60",PC
2684,LAMPADA BASE VIDRO 02 POLO 12V CANOLHA(CX10),,999,10,"11,00",UN
045223,LANT FIAT PALIO TR 96/00 E - 045223 - CIBIE/VALEO,,999,0,"296,37",PCA
580879,LANT FORD FIESTA 5P TR 11/ FUME D DEPO $$,,999,0,"277,41",PCA
6124791,LANT VW GOLF TR 09/13 (GRAFITE) LATERAL C/ ABA PRE,,999,0,"459,79",PCA
414056,LANT. TRAS. ELBA/FIORINO 86/13 TRIC. MOD. CARTO LD,,999,1,"55,41",PC
414055,LANT. TRAS. ELBA/FIORINO 86/13 TRIC. MOD. CARTO LE,,999,1,"55,41",PC
5Z9945111B1,LANTERNA,,999,0,"935,00",UN
CA5424791,"LANTERNA CJ, TRASEIRA LE",,999,0,"603,38",PC
487601,LANTERNA LOGAN ATE 2010 T/D BIC,,999,1,"193,80",PC
487501,LANTERNA LOGAN ATE 2010 T/E BIC,,999,1,"193,80",PC
519680711,LANTERNA TRAS D,,999,0,"1511,51",UN
815610D7801,LANTERNA TRASEIRA ES,,999,0,"573,97",PC
5Z09491011,LUZ DE SETA,,999,0,"207,90",UN
000000141,MAC EXT C/C DIANT KOMBI CLIPPER PRT,,999,0,"5,47",PC
000000140,MAC EXT C/C P MALA MEC PRT PV,,999,0,"3,82",PC
000000149,MAC EXT C/C PTA-MALAS ELET,,999,0,"22,06",PC
000000152,MAC EXT S/C DI/TRA FIESTA 96/07 2/4PTS D,,999,0,"1,39",PC
000000144,MAC EXT S/C MEC DIAN D - TRAS D/E PRT,,999,0,"5,15",PC
000000159,MAC EXT TPA CAC C/F P/CIL MONTANA GI/II,,999,0,"16,20",PC
000000151,MAC IN PT D/TR PRA FOX AP 09 E,,999,0,"1,86",PC
000000148,MAC INT DI/TR GOL GIV 2/4 PTS PL CINZA D,,999,0,"1,65",PC
230351,MAC INT PORTA PORTA GOL GVI 2012 ate 2016,,999,5,"9,16",PC
000000153,MAC INT PTA DI/TR FIESTA PRT E,,999,0,"3,36",PC
000000158,MAC INT TRAS CORSA CLASSIC E,,999,0,"1,47",PC
340417,MACAN. EXT. TAMPA CACAMBA COURIER,,999,2,"24,44",PC
60776,MACANETA EXT PORTA C/ MIOLO UNO GI 1984 ATE 2004,E-3,999,0,"12,34",PC
500710,MACARICO C/ ACENDIMENTO AUTOMATICO,,999,1,"221,76",UN
000000145,MAN VID GOL GII ZAMAC CZ,,999,0,"1,80",PC
000000142,MAN VID VW AP 88 -ZAMACK,,999,0,"1,12",PC
273322,MANOPLA ALAVANCA CAMBIO (LENTE PRATA),,999,1,"76,68",PC
718501,MAQ VID EL S/M F/MA VOLVO VM D,,999,0,"138,51",PC
718491,MAQ VID EL S/M F/MA VOLVO VM E,,999,0,"138,51",PC
51903722,MODULO DE VIDRO ORIGINAL FIAT,,999,4,"165,00",PC
10002787,MODULO VIDRO FIAT 2PORTAS,,999,3,"165,00",PC
014318,MOLA MACAN.EXT CORSA 94/02 VECTRA 93/96 DIANT.LD T,,999,14,"16,48",PC
190110,MOLD. PLACA GOL GTI 87/94 PRETA,,999,0,"89,51",PC
691362,MOTOR MAQ VIDR FIX.MAB 8DENTES 24V USO GERAL D,,999,1,"218,72",PC
691361,MOTOR MAQ VIDR FIX.MAB 8DENTES 24V USO GERAL E,,999,0,"218,72",PC
MTE7275,MTE- 7275 / SENSOR BORBOLETA PALIO E UNO FIRE/MAR,,999,1,"69,59",PC
205113,MULTIMETRO DIGITAL,,999,0,"71,06",PC
850401,OLEO COMPRESSOR PAG 46 MONTREAL,,999,1,"136,29",UN
3156,P21W-24V-HAL / LAMPADA HALOWAY 1 POLO 21W 24V PISC,,999,0,"3,29",PC
80257,"PAR DE PALHETA MICRO METALICA 16""/16""POL DIANT",,999,0,"18,13",PC
80528,"PAR DE PALHETAS METALICA MICRO UNIVERSAL 24""/23""",,999,0,"27,19",PC
301076,PARAFUSO MACAN. PORTA KOMBI 6X10,,999,4,"0,58",KT
2936,PASTA PARA SOLDAR -110G./LOTE 12372/21,,999,0,"10,40",PC
377651,PB CELTA/CORSA/SW/SEDAN/PICK-UP/PRISMA,,999,0,"2,63",PC
G72282,PB MASTER APOS 2013 DEG,,999,0,"1140,00",PC
999,PECA DIGITADA,,999,0,"0,01",PC
200010033N,PFL ADS EXT INF S004002 0MM VERSAO GUARNICAO AGR G,,999,5,"10,73",PC
7569468,PINO,,999,2,"16,61",PC
22194,PINO PORTA GOL GII 1994 ATE 1999,,999,2,"16,54",PC
22195,PINO PORTA GOL GII 1994 ATE 1999,,999,2,"16,54",PC
21982,PINO PORTA GOL GIII 1999 ate 2005,,999,4,"12,94",PC
21983,PINO PORTA GOL GIII 1999 ate 2005,,999,3,"12,94",PC
410666,PISCA ADAP. GOL 95/99 AMBAR LD - MOD. ARTEB,,999,1,"23,38",PC
410667,PISCA ADAP. GOL 95/99 AMBAR LE - MOD. ARTEB,,999,1,"23,38",PC
210794,PISCA P/RETROV. AUTO ADESIVO 12V BRANCO,,999,0,"117,32",PR
410710,PISCA PALIO/WEEKEND/STRADA 96/00 LE - AMBAR,,999,2,"22,82",PC
410174,PISCA SANTANA 85/90 CRISTAL PLASTICO LD,,999,2,"39,37",PC
410173,PISCA SANTANA 85/90 CRISTAL PLASTICO LE,,999,2,"39,37",PC
93,POLIDOR 100 ML,,999,1,"89,90",UN
031140,PONTEIRA SAVEIRO PRETA TD 80/94,,999,1,"27,21",PC
